id,year,context,target,task_a_label,task_b_label,task_b_stdev
238d,2018,"Nach dem Prinzip „Vorbeugen ist besser als Heilen“ haben die Mitarbeiterinnen und Mitarbeiter der [ORG] die Möglichkeit, die persönliche Vorsorgeuntersuchung (Generaluntersuchung) auch während der Arbeitszeit in Anspruch zu nehmen. Sollte es dennoch zu einer längeren Krankheit kommen, trägt die [ORG] beim Krankengeld die Differenz zwischen dem von der Krankenkasse gezahlten Betrag bis zum normalerweise erhaltenen Nettogrundgehalt für die Dauer von einem Jahr. Zudem wird ein Gesundheitstag pro Jahr zusätzlich zum Jahresurlaub gewährt.","Ziel der [ORG] ist es, agil zu bleiben und sich dem Wandel der Zeit anzupassen.",16,0.3333333333,0.0
19d,2018,"Die grundlegenden Sozialstandards der Vereinten Nationen, die Themen wie Kinder- und Zwangsarbeit, Vereinigungsfreiheit und Anti-Diskriminierung umfassen, sind zu erfüllen. Unternehmen, die keine Verpflichtungserklärung vorlegen, schließen wir von einer Beauftragung aus. Die Geschäftstätigkeit der [ORG] ist auf den Rhein-Sieg-Kreis beschränkt.","Auch der Großteil der Auftragnehmer stammt aus Deutschland, sodass die strengen nationalen Gesetze und Vorschriften hinsichtlich Menschenrechten, Arbeitszeiten, Urlaubsansprüchen, Mutterschutz, Kündigungsschutz etc. gelten.",17,0.6666666667,0.0
79d,2018,"Als gemeinwohlorientierte [ORG] liegt der Fokus der Geschäftstätigkeit auf der Region. Daher werden Aufträge vornehmlich an bekannte, regionale mittelständische Unternehmen erteilt, die größtenteils auch Kunden unseres Hauses sind. Die [ORG] pflegt einen fairen und partnerschaftlichen Umgang mit ihren Lieferanten, Dienstleistern sowie Geschäftspartnern und erwartet auch von diesen einen verantwortungsvollen Umgang mit ihren Mitarbeiterinnen und Mitarbeitern sowie Vertragspartnern im Sinne einer sozial und ökologisch einwandfreien Wertschöpfungskette.","Sie ist bestrebt, von ihren Dienstleistern und Lieferanten bei neuen Vertragsabschlüssen eine „Erklärung zur Nachhaltigkeit“ einzuholen, in der diese sich auf Nachhaltigkeitsaspekte, u.a. auf die Einhaltung von Menschenrechten, verpflichten (vgl. Kriterium 4 „Tiefe der Wertschöpfungskette“).",17,0.1666666667,0.1666666667
163d,2018,Dieses Kriterium fällt nicht in die für die [ORG] als wesentlich identifizierten CR-Aspekte. Dementsprechend wird kein konkretes Konzept zu diesem Thema verfolgt. Der Tätigkeitsschwerpunkt der [ORG] liegt in Deutschland.,Die [ORG] prüft verstärkt die Sozial- und Umweltstandards ihrer Lieferanten und Dienstleister.,17,0.5,0.5
250d,2018,"Unsere Mitarbeiter unterstützen wir ausdrücklich, sich außerhalb des Unternehmens ehrenamtlich zu engagieren. Dementsprechend flexibel können die Arbeitszeiten geregelt werden. So profitieren nicht nur der jeweilige Mitarbeiter und das soziale Projekt, sondern auch die wankendorfer selbst:","Wir freuen uns über die gewonnenen Erfahrungen, die unsere Mitarbeiter in das Unternehmen bringen.",18,0.0,0.0
86d,2018,"Im Kern ging und geht es dabei um das Selbstverständnis der Stadt wie auch unseres Konzerns, gemeinsam das qualitative Wachstum Hamburgs und seiner Quartiere abzusichern und weiterzuentwickeln, speziell in den Stadtteilen, die von städtebaulichen und sozialen Defiziten gekennzeichnet sind. Wir schaffen ein Angebot für mehr Chancen- und Stadtteilgerechtigkeit in Verbindung mit lebendigen Nachbarschaften, gesicherter Wohnraum- und Stadtqualität auf Basis angemessener Mietenbildung in den Quartieren. Die auf nachhaltige Quartiersentwicklung ausgerichtete Strategie des Konzerns wird seit 2007 durch die [ORG] ergänzt.","Sie widmet sich ausschließlich der Förderung kultureller Aktivitäten, der Bildung und Erziehung sowie der Jugend- und Altenhilfe.",18,0.6666666667,0.0
187d,2018,"Mit der „Ich kann was!“-Initiative vermittelt die [ORG] Stiftung jungen Menschen Schlüsselkompetenzen für selbstständiges und selbstbewusstes Handeln in der digitalen Welt. 2018 unterstützte die Initiative 82 Projekte der offenen Kinder- und Jugendhilfe, bei denen die Vermittlung medialer und digitaler Kompetenzen im Mittelpunkt steht. Unter dem Motto „Schlüsselkompetenzen für die digitale Welt“ hatten sich 340 Einrichtungen mit ihren Konzepten beworben.",Die gesamte Fördersumme betrug auch 2018 erneut rund 600000 Euro.,18,1.0,0.0
68d,2018,"Wir engagieren uns fortlaufend für mehr Digitale Souveränität in Deutschland und der EU. Alle Themen, die wir auf politischer Ebene mitdiskutieren, berühren selbstverständlich unser Kerngeschäft direkt. Beispielsweise sind wir aktiv in der Fokusgruppe [ORG] im Rahmen des Digitalgipfels der Bundesregierung.",Produktseitig stützen wir das Thema durch die Entwicklung in Deutschland sowie das klare Bekenntnis zu europäischen Sicherheits- und Datenschutzstandards in Backdoor-Freiheit.,19,1.0,0.0
109d,2018,"Uns ist parteipolitische Unabhängigkeit wichtig. Wir leisten keine Spenden an Parteien oder Politiker, sondern entrichten lediglich Mitgliedsgebühren an die genannten Organisationen. Wir sind Unterstützer des [ORG] und pflegen Mitgliedschaften bei der [ORG], im [ORG], im [ORG], im [ORG], im [ORG], im [ORG] sowie im Fachverband [ORG].",Diese Verbände vertreten unsere Interessen in Politik und Gesetzgebung.,19,0.5,0.1666666667
217d,2018,"[ORG] erbringt seine Leistungen in sehr unterschiedlichen Branchen. Hierzu gehören insbesondere Chemie & Petrochemie, Energie & Versorgung, Öl & Gas, Pharma & Biopharma, Metallurgie sowie Zement. Von Relevanz sind daher alle Gesetzgebungsverfahren, die in den Kernregionen von [ORG] (Kontinentaleuropa, Nordwesteuropa, Nordamerika und Naher Osten) Einfluss auf diese Branchen sowie allgemein auf Umweltstandards in der Industrie haben.",Eingaben zu Gesetzgebungsverfahren haben wir 2018 nicht vorgenommen.,19,1.0,0.0
74d,2018,"Der Vorstand sowie der Verwaltungsrat werden über regelmäßige, mindestens jährliche bzw. anlassbezogene Berichte informiert. Die Informationen werden an die Interne Revision weitergeleitet. Um Compliance-Verstöße zu vermeiden, sind alle Mitarbeitende aufgefordert, sich bei Fragen, Hinweisen oder Unklarheiten an ihre Führungskräfte, die jeweiligen Fachbereiche oder den MaRisk-Compliance-Beauftragten zu wenden.",Ergänzend erhalten die Mitarbeitende Informationen über regelmäßige Unterweisungen sowie über das interne Kommunikationssystem.,20,0.6666666667,0.0
185d,2018,"Letztere ist an eine externe Wirtschaftsprüfungsgesellschaft ausgelagert. Als Whistleblowing-Beauftragter wurde ein neutraler, fachkundiger Rechtsanwalt benannt, der nicht mit anderweitigen Mandaten der KVG betraut ist. Weiterhin werden die implementierten Compliance-Grundsätze sowie die Regelungen und Prozesse zur Verhinderung von Geldwäsche, Betrug und Terrorismusfinanzierung regelmäßig durch den externen Abschlussprüfer überprüft.","Definierte Compliance-Ziele: Alle Ziele, die die [ORG] im Bereich Compliance definiert hat, wurden in der Vergangenheit regelmäßig erreicht, so auch im Berichtsjahr 2018.",20,1.0,0.0
22d,2018,"Wir tolerieren keine Form von Korruption oder Bestechung. Die Organisationseinheit Compliance erstellt mindestens jährlich und auch anlassbezogen eine Risikoanalyse. In diese fließen sämtliche neue Prozesse, neuen Produkte und Änderungen der Anweisungen ein und werden vorher nach deren Wesentlichkeit und Risiken in Zusammenarbeit mit den Fachabteilungen untersucht und bewertet.",Aus der Einschätzung ergeben sich dann entsprechende Überwachungshandlungen.,20,0.6666666667,0.3333333333
153d,2019,"Wir sind ein öffentlich-rechtliches, dem Gemeinwohl dienendes Wirtschaftsunternehmen und leisten in Duisburg bereits seit 1844 und in Kamp-Lintfort seit 1865 einen Beitrag zur positiven Entwicklung der Wirtschaftsregion. Wesentliche Grundlage unserer Geschäftstätigkeit ist das Sparkassengesetz des Landes Nordrhein-Westfalen. Nachhaltigkeit ist gelebte Tradition der Sparkassen und in unserer Genetik – dem öffentlichen Auftrag, der Gemeinwohlorientierung und dem Regionalprinzip - sowie unserer Geschäftsstrategie verankert.",Zwecks vollständiger Bestandsaufnahme wurden die Erfüllung des öffentlichen Auftrags sowie die Nachhaltigkeitsleistung in Anlehnung an die in Zusammenarbeit zwischen dem [ORG] und dem [ORG] entwickelten Ergänzungsindikatoren für Sparkassen und der durch den [ORG] zur Verfügung gestellten Auswahl der Indikatoren der ORG ermittelt.,1,0.5,0.3726779962
114d,2019,"Insofern ist das Thema Nachhaltigkeit in unserem öffentlichen Auftrag und damit unserer Geschäftsstrategie verankert In allen drei Aspekten bieten sich Chancen für die [ORG]: durch einen schonenden Umgang mit natürlichen Ressourcen können wir Kosten senken, mit unseren Spenden- und Sponsoringaktivitäten unterstützen wir den sozialen Zusammenhalt in unserem Geschäftsgebiet und unser Kerngeschäft dient der nachhaltigen wirtschaftlichen Entwicklung der gesamten Region und ihrer Einwohner. Die Geschäftsstrategie, die die wesentlichen Aspekte und Ziele der Nachhaltigkeitskonzeption enthält, wird jährlich im Rahmen unseres internen Strategieprozesses überprüft und bei Bedarf angepasst.",Die Entwicklung der in der nichtfinanziellen Erklärung definierten Leistungsindikatoren wird im Rahmen der Erstellung des Nachhaltigkeitsberichtes jährlich analysiert und bei den Nachhaltigkeitszielen (siehe Kriterium 3) berücksichtigt.,1,1.0,0.0
39d,2019,Der Deutsche Nachhaltigkeitskodex (DNK) bildet fortan den zentralen nachhaltigkeitsrele­van­ten Standard.  Darüber hinaus ist die Auszeichnung als „Zertifizierter Entsorgungsfachbetrieb“ für alle Standorte zu nennen. Zudem finden die UN-Nachhaltigkeitsziele in Kriterium 3 erstmals Berücksichtigung.,"Durch die Anwendung der Tarifverträge und die bestehende Arbeitsschutzorganisation werden die Anforderungen der [ORG] an die Arbeits- und Sozialstandards übererfüllt, was auch durch die starke gewerkschaftliche Bindung der Beschäftigten sowie die Vertretungen der Beschäftigten im Aufsichtsrat und durch den Betriebsrat gewährleistet wird.",1,0.3333333333,0.0
191d,2019,"Dadurch sehen wir die Chance den systemischen Rahmen positiv im Sinne der Nachhaltigkeit zu beeinflussen. Risiken: Unsere Finanzierung ist abhängig von einer Leistungsvereinbarung mit den Kostenträgern nach SGB IX und SGB XII, die keinen direkten Fokus auf alle Dimensionen der Nachhaltigkeit hat. Ein weiteres Risiko wäre, dass uns der Mehraufwand für das Aufbauen einer Nachhaltigkeitsstrategie weg von unserem eigentlichen Kernauftrag führen könnte.",Dadurch wiederum könnte das Vertrauen von Stakeholdern negativ beeinflusst werden.,2,0.1666666667,0.1666666667
241d,2019,"Spezifische wirtschaftliche Risiken für den Standort ergeben sich in diesem Zusammenhang aufgrund der derzeitigen Diskussionen um Nachhaltigkeitsthemen wie Umweltbelastungen durch Verkehre und der Notwendigkeit der Senkung der CO2-Emissionen sowie durch die Überfischung der Meere und den damit verbundenen Unsicherheiten in der Industrie und bei den Konsumenten. Diese Themen müssen wir als Wirtschaftsförderungseinrichtung aufgreifen, da sie Arbeitsplätze gefährden. Wir begreifen diese Risiken aber auch als Chancen: Mit dem [ORG] ist in Bremerhaven eine weltweit anerkannte Wissenschaftseinrichtung mit mehr als 800 Mitarbeitenden vor Ort, die den Klimawandel erforscht und Bremerhaven internationale Aufmerksamkeit beschert.",Die [ORG] mit mehr als 3000 Studierenden bietet attraktive Bachelor- und Masterstudiengänge an und soll weiter wachsen.,2,1.0,0.0
196d,2019,Durch den Bezug von nachhaltig produziertem Strom seit 2017 konnte der CO2-Fußabdruck des [ORG] zwischen 2016 und 2019 um ca. 45 % gesenkt werden (vgl. Kriterium 13: Klimarelevante Emissionen). Die deutliche Senkung bzw. Kompensation der hauptsächlich verbleibenden Anteile für die gekoppelte Wärme- und Stromgewinnung aus der lokalen Erdgasverbrennung und dienstliche Flugreisen stellt dabei ein prioritäres Ziel mit Blick auf die angestrebte Klimaneutralität des [ORG] in den kommenden Jahren dar. Konkretisierungen mit Blick auf Teilzeile und Maßnahmen erfolgen u.a. im weiterzuentwickelnden Masterplan des [ORG] für die bauliche Entwicklung des Standortes Potsdam.,"Ebenfalls ein wichtiges Nachhaltigkeitsziel ist unter Berücksichtigung von Lage, Struktur und bereits stark wirksam gewordenem Klimawandel in der Region Brandenburg die Erhaltung des denkmalgeschützten Campus-Parkareals auf dem Potsdamer Telegrafenberg.",3,0.6666666667,0.0
6d,2019,"Dabei lernen wir aus Fehlern und nehmen die Kundenfeedbacks ernst. Durch gezielte Vorbeugemaßnahmen wollen wir Fehler vermeiden. Mit unserer Infrastruktur (IT, Kommunikation, Auf- und Ablauforganisation) schaffen wir die Voraussetzung für eine stetige Verbesserung unserer Abläufe und Prozesse.","Kurzfristige operative Ziele und bereits umgesetzte Maßnahmen im Handlungsfeld „Umwelt“ werden in den DNK-Kriterien 11 bis 13, im Handlungsfeld „Führung und Mitarbeiter“ in den DNK-Kriterien 14 bis 16 und in den Handlungsfeldern „Lieferanten“ und „Logistik“ im DNK-Kriterium 17 erörtert.",3,0.6666666667,0.0
201d,2019,"In unseren langfristigen operativen Zielen sind u.a. die Senkung der Verbrauchswerte von Strom, Gas, Druckluft, Lösemitteln, Treibstoff und Abfall verankert. Ein neu definiertes Ziel, welches durch die Implementierung des Nachhaltigkeitsmanagements entstanden ist, ist die Erstellung einer Umweltproduktdeklaration (EPD) und eines ""Company Carbon Footprints""(CCF). Diese wurden in 2019 und 2020 erstellt und beinhalten wichtige umweltbezogene Informationen aus dem Lebensweg unserer Produkte.",Zwei weitere operative Ziele sind die Umstellung unserer Heizungsanlage und die zusätzliche Kühlwasserentnahmestelle.,3,1.0,0.0
72d,2019,"Beim Finanzierungsgeschäft ist es unser Hauptanliegen, die Wertschöpfung in der Region zu erhalten. Die [ORG] ist wie alle Sparkassen Katalysator eines „regionalen Wirtschaftskreislaufs“. Unsere Kundeneinlagen wandeln wir überwiegend in Kredite für Wohnungsbau und Unternehmensinvestitionen in unserem Geschäftsgebiet um.","Die erzielten Gewinne, die nicht zur Aufrechterhaltung der Wettbewerbsfähigkeit benötigt werden, fließen zu einem wesentlichen Teil in gemeinnützige Projekte in der Region.",4,1.0,0.0
236d,2019,"Bisher sind uns keine Verstöße gegen gesetzliche oder eigene Vorschriften bekannt. Zudem spielt die ökologische Auswirkung von eingebauten Materialien eine große Rolle. Wir nehmen uns Zeit für die Prüfung und Bewertung einzelner Materialien und arbeiten an dieser Stelle, wenn notwendig, auch mit Expert*innen zusammen.",Mit Geschäftspartner*innen stehen wir in Kontakt und geben unsere Anforderungen in persönlichen Gesprächen und durch verpflichtende Bestandteile in unseren Verträgen an sie weiter.,4,0.3333333333,0.3333333333
251d,2019,"Als Maßnahme des nachhaltigen Einkaufs setzt [ORG] darüber hinaus z.B. für das Handtuch- und Toilettenpapier im Verwaltungsgebäude Recyclingpapier aus recycelten Zellulosefasern ein. Damit werden Ressourcen intelligent wiederverwertet, Emissionen gespart und die Wälder entlastet. Das bei Meetings servierte Wasser kommt aus dem heimischen Spreegebiet.","Bei Tee und Kaffee wird darauf geachtet, dass die Produkte mit dem Fairtrade-Siegel ausgezeichnet sind.",4,0.6666666667,0.3333333333
138d,2019,"Die operative Verantwortung und das Nachhaltigkeitsmanagement sind als Stabsstelle vorstandsnah angesiedelt. Ein Koordinierungsteam aus Mitarbeitenden unterschiedlicher Unternehmensbereiche stellt die Vernetzung und den Wissenstransfer der unterschiedlichen Nachhaltigkeitsthemen innerhalb der [ORG] sicher. Außerdem identifiziert es Handlungsbedarf, bringt Vorschläge für Maßnahmen ein und überwacht die Zielerreichung.","Darüber hinaus gibt es seit Ende 2017 einen Energie- und Umweltbeauftragten, zu dessen Aufgaben u.a. die Erhebung und Auswertung der Energieverbräuche der gesamten [ORG] und die Optimierung bzw. Reduzierung der Energie- und Ressourcenverbräuche gehören.",5,1.0,0.0
240d,2019,"Als Familienunternehmen hat sich [ORG] den Prinzipien einer nachhaltigen Entwicklung verpflichtet. Für uns bedeutet das, ökonomische Ziele mit ökologisch und sozial verträglichem Handeln zu verbinden. Deswegen ist Nachhaltigkeit in die Unternehmensstrategie integriert.","Das Nachhaltigkeitsmanagement gliedert sich in die drei Fokusfelder Produkte, Umwelt und Menschen, die unser Engagement, die Berichterstattung und die Kommunikation bestimmen.",5,0.3333333333,0.0
40d,2019,"Die [ORG] verfolgt ein integratives Nachhaltigkeitskonzept. Ziel ist es, nachhaltige Kriterien in die Geschäftsorganisation zu implementieren. Der Vorsitzende der Vorstände der [ORG] verantwortet die übergreifenden Nachhaltigkeitsaktivitäten.",Die Verantwortung für die Implementierung von Nachhaltigkeitsthemen liegt bei den jeweiligen Ressortvorständen.,5,0.0,0.0
264d,2019,"Dabei wurden Sie auf die Nachhaltigkeitsaspekte hingewiesen und angehalten, diese bei der täglichen Arbeit und der Projektplanung zu verwirklichen. So wurde für ein Ressourcenschonendes Arbeiten im Büro (Licht, Druckerpapier) sensibilisiert und bei Notwendigkeit einer Geschäftsreise sollen öffentliche Verkehrsmittel vorgezogen werden. [ORG] hat keine konkreten Regeln, Prozesse oder Standards implementiert denen Folge zu leisten ist.","[ORG] setzt hier vollends auf die Selbstverantwortlichkeit und Nachhaltigkeitsbewusstsein seiner Mitarbeiter, da sich dies in der Vergangenheit bewährt hat.",6,0.3333333333,0.0
50d,2019,"In diesem Kontext erhebt die Unternehmensgruppe nachhaltigkeitsrelevante Kennzahlen zur Steuerung und Kontrolle der Ziele. Neben Kennzahlen aus dem DNK-Bereich „Gesellschaft“ erhebt und veröffentlicht die [ORG] auch Umweltkennzahlen (Energie-, Abfall- und Wasserverbräuche sowie Treibhausgas-Emissionen, vgl. Leistungsindikatoren zu den Kriterien 12 bis 13). Sie sollen verstärkt dazu dienen, Fortschritte auf dem Weg der nachhaltigen Entwicklung zu messen und sichtbar zu machen.",Mit der für das Jahr 2019 erstmalig erstellten CO2-Bilanz ist eine wichtige Grundlage für das regelmäßige Controlling von Treibhausgasen gelegt worden.,7,0.6666666667,0.0
192d,2019,"Für den Berichtszeitraum ist diese DNK-Erklärung gemeinsam mit unserem erstmalig aufgelegten Nachhaltigkeitsbericht die primäre externe Kommunikationsmaßnahme. Über die Berichterstattung hinaus haben wir bei Datenimporten entsprechende Prozesse zur Qualitätskontrolle und Plausibilitätsprüfung etabliert Zur Sicherstellung und Verbesserung von Datenwahrheit, -klarheit und -kontinuität im Rahmen des Reportings von Leistungsindikatoren zur Nachhaltigkeit, arbeiten wir seit 2017 mit dem etablierten Immobilien-Portfolio-Managementsystem bison.box von [ORG].",Das System ermöglicht eine voll integrierte Asset- & Portfolioplanung ohne Medienbrüche und vereinfacht die Erstellung von Reportings und Analysen.,7,0.6666666667,0.0
51d,2019,"In den jährlich veröffentlichten Geschäftsberichten werden die Zahlen zum wirtschaftlichen Ergebnis der [ORG] sowie inhaltliche Schwerpunkte des jeweiligen Geschäftsjahres veröffentlicht. Kontrollen finden regelmäßig durch die Wirtschaftsprüfung sowie Prüfungen des Bundesrechnungshofes statt. Der Aufsichtsrat der [ORG], bestehend aus Vertretern des [ORG], [ORG], [ORG] sowie der [ORG] und weiteren Persönlichkeiten aus Wirtschaft und internationaler Zusammenarbeit, überwacht die Geschäftstätigkeit und berät im Rahmen der gesetzlichen Bestimmungen.",Die genaue Zusammensetzung des Aufsichtsrates kann auf der Internetseite der [ORG] unter [WEBSITE] eingesehen werden.,7,1.0,0.0
221d,2019,"Im [ORG] sind Anreizsysteme noch nicht in Gänze vorhanden, allerdings in Vorbereitung. In Teilen der Führungsebene wird das Thema Nachhaltigkeit bereits in jährlichen Zielvereinbarungsgesprächen berücksichtigt. Die Kontrolle obliegt dem stellvertretenden Vorstandsvorsitzenden.","Nachhaltigkeitsziele sind im [ORG] zum größten Teil strategische Ziele, deren Umsetzung den Führungskräften vor Ort obliegt.",8,0.3333333333,0.0
54d,2019,"Für die [ORG] gelten Regelungen, die in einer gemeinsam mit dem Personalrat geschlossenen Dienstvereinbarung festgelegt sind. Mit Service- und Kundenorientierung sowie Initiative sind Aspekte mit Nachhaltigkeitsbezug Bestandteil dieser Vereinbarung, die sich positiv auf die Kundenzufriedenheit auswirken. Die Bewertung der jeweiligen Zielerreichung erfolgt durch die Führungskraft.",Weitere Nachhaltigkeitsziele sind nicht enthalten.,8,0.3333333333,0.0
151d,2019,"Das Vergütungssystem des [ORG] ist durch die Regelungen des Tarifvertrags für den öffentlichen Dienst des Bundes ([ORG]) und dessen Entgeltordnung geregelt. Neben den Tarifbeschäftigten sind in deutlich kleinerem Umfang auch Mitarbeitende in einem Beamtenverhältnis am [ORG] tätig, die nach unterschiedlichen Besoldungsordnungen bezahlt werden. Weder die TVöD-Entgeltordnung noch die verschiedenen Besoldungsordnungen beinhalten eine Integration von Nachhaltigkeitszielen.","Es besteht allerdings die Möglichkeit, für besondere Leistungen Prämien an einzelne Mitarbeitende oder Teams zu vergeben.",8,0.6666666667,0.0
44d,2019,"Die Nutzung der Dialogformate kann je nach Standort stark variieren. Derzeit fließen vor allem Ergebnisse aus den Kundendialogformaten in die Weiterentwicklung des Nachhaltigkeitsmanagements ein. In gemeinsamen Entwicklungsprojekten und Entwicklungs-Highlight-Präsentationen, besprechen wir mit unseren Kunden, welche nachhaltigeren Alternativen genutzt werden können."," Die diversen Nachhaltigkeitsratings, an denen [ORG] teilnimmt (siehe Kriterium 7. Kontrolle), zeigen die aktuellen Leistungen in den Handlungsfeldern der Nachhaltigkeitsstrategie auf und stellen Verbesserungspotenziale und potenzielle neue Themen heraus.",9,1.0,0.0
101d,2019,"Im Jahr 2019 richtete die [ORG] unter dem Titel „cybersec.lunch” vier Diskussionsveranstaltungen zu den Themen digitale Patientenakte, DSGVO, Corporate Digital Responsibility und digitale Identitäten sowie einen parlamentarischen Abend zum Thema „Zukunft Gesundheitsdaten” aus. Im Jahr 2017 eröffnete zudem der Showpavillon, in dem wir Informationen zum Thema Digitalisierung und zu Lösungen der [ORG] der Öffentlichkeit präsentieren. Im Berichtjahr zählte der Showpavillon etwa 3.000 Fachbesucher aus Ministerien, Behörden und Unternehmen.",Zur Weiterentwicklung der Personalstrategie und der Verbesserung der Arbeitsbedingungen führt die [ORG] Befragungen unter den Mitarbeitern durch.,9,1.0,0.0
215d,2019,"Insofern hat eine strukturierte Identifikation von „Anspruchsgruppen“ weder stattgefunden noch ist diese zukünftig beabsichtigt. Um im Dialog zu bleiben, organisieren wir regelmäßig verschiedene Veranstaltungen mit unseren Kundengruppen (Privatkunden, Private Banking, Freiberufler, Firmen- und Unternehmenskunden etc.). Weitere Kommunikationswege sind der Lagebericht sowie der Offenlegungsbericht gemäß Capital Requirements Regulation (CRR), die im Bundesanzeiger veröffentlicht werden.",Weitere Funktionen unserer Internet-Filiale und unserer Facebook-Seite ermöglichen jeder Person die Kontaktaufnahme mit uns.,9,0.6666666667,0.0
30d,2019,"Eine steigende Anzahl von Kunden möchte ihr Geld in sozial und ökologisch besonders verantwortlich handelnde Unternehmen und Institutionen investieren. Mit den nachhaltigen Fonds der [ORG], der [ORG] und anderer Anbieter bietet die [ORG] dafür ein breites Produktspektrum. Die Förderung nachhaltiger Anlageprodukte haben wir zudem als ein Nachhaltigkeitsziel für die [ORG] definiert.","Um hier Verbesserungen zu erreichen, setzen wir auf die entsprechende kontinuierliche Weiterbildung unserer Kundenberaterinnen und -berater.",10,0.6666666667,0.0
35d,2019,In Kriterium 3 wird das proaktive Handeln hervorgehoben. Entwicklungen werden frühzeitig antizipiert und umgesetzt. Die Geschäftsführung gewährt den Mitarbeitern Freiräume zur Weiterentwicklung.,Beispielhaft ist die nachhaltigkeitsbezogene Schulung eines Mitarbeiters zum Thema „Nachhaltige Gestaltung des Betriebsgeländes“ im Jahr 2019 in Münster zu nennen (vgl. Kriterium 16).,10,0.3333333333,0.0
267d,2019,"Ein wichtiges Instrument ist in diesem Kontext der innovative, 2019 mit dem Berliner Umweltpreis Green Buddy Award ausgezeichnete Baustellenatlas der [ORG]-Tochter [ORG] ([ORG). Er ermöglicht ein abgestimmtes Vorgehen mehrerer Versorger (Gas, Strom, Wasser) bei Baumaßnahmen. Das Resultat sind kürzere Bauzeiten (und damit auch einer geringeren Beeinträchtigung des öffentlichen Verkehrs), reduzierte Kosten und eine geringere Gefahr einer Versorgungsunterbrechung – mit SAIDI-Werte unterhalb des Bundesdurchschnitts für alle Teilnetze.",Von Markt und Politik wird die [ORG] zunehmend über unser Kerngeschäft als Energiedienstleister hinaus als Anbieter von klimafreundlichen Mobilitätslösungen wahrgenommen.,10,0.3333333333,0.0
210d,2019,Die Beratungstätigkeit der [ORG] erfolgt aus dem Homeoffice. Die Inanspruchnahme von natürlichen Ressourcen muss aus dem Gesamtverbrauch abgeleitet werden. Die Ressourcennutzung bewegt sich im branchenüblichen Rahmen eines Einzelunternehmens.,"Als Ressourcen werden Wasser, Wärme und Strom beansprucht (Liter/Kilowattstunden).",11,1.0,0.0
48d,2019,"Ziel ist es, die Energieeffizienz in einem stetigen Prozess der Verbesserung zu steigern und dadurch den Energieverbrauch langfristig zu senken, die Einhaltung rechtlicher Bestimmungen sicherzustellen und dem Risiko der Nichteinhaltung zu begegnen. Relevant sind insbesondere die Verbräuche von Elektrizität, Heizenergie und Treibstoffen. Bei (Bau-)maßnahmen, Anschaffungen etc. wird auf die Verbrauchsreduzierung dieser Ressourcen geachtet.",Im Jahr 2019 konnte sowohl in der Verwaltung und der Korrespondenz sowie auch bei Kontoauszugsdruckern (KAD) Einsparungen erreicht werden.,11,1.0,0.0
244d,2019,"So wurde beispielsweise der Holzverbrauchs durch konsequente Weiterentwicklung der Produktionsverfahren um 20 Prozent reduziert. Vinylspäne, die als Abfall anfallen, werden über externe Partnern entlang der Wertschöpfungskette zu anderen Produkten wiederverwendet. Als große Herausforderung sieht [ORG], wie sich am Lebensende/EoL Ansätze im Bereich des Recyclings realisieren lassen, die auch ökonomisch nachhaltig für Kunden und Unternehmen darstellbar sind.",Nachfolgend sind die Kernindikatoren gemäß EMAS III angeführt.,11,1.0,0.0
28d,2019,Seit 2019 stellen wir auf Initiative der Mitarbeitenden in Hamburg mit dem Anbieter [ORG] Flächen für Bienenvölker bereit; ein Beitrag zur ökologischen Vielfalt und der Mehrfachnutzung unserer Bürofläche. Durch die Art unserer Dienstleistungen und unseres Geschäftsbetriebs entstehen keine wesentlichen ökologischen Risiken. Wir sehen den größten Einflussbereich in unserer Beratungsleistung.,"Wie wir gemeinsam mit Geschäftspartnern die nachhaltige Entwicklung der Immobilienwirtschaft voranbringen, beschreiben wir deshalb ausführlich in Kriterium 10.",12,0.8333333333,0.1666666667
20d,2019,"Im Rahmen der jährlichen Risikoinventur erfolgt eine systematische generelle Risikoidentifizierung. Dabei werden Nachhaltigkeitsrisiken als Teilaspekt in die bekannten Risikoarten eingeordnet und entsprechend bewertet. Eine separate Risikoidentifizierung mit Blick auf direkte oder indirekte negative Auswirkungen auf Ressourcen und Ökosysteme aus der Geschäftstätigkeit, den Geschäftsbeziehungen sowie den Produkten und Dienstleistungen der [ORG] findet daher nicht statt.","Aufgrund der oben beschriebenen konzeptionellen Basis sieht sich die [ORG] gut aufgestellt und sieht daher keine wesentlichen Risiken, außer den unter Kriterium 11 beschriebenen Risiken der Nichtverfügbarkeit.",12,0.5,0.1666666667
123d,2019,"Ein weiteres innovatives Projekt zum Bezug CO2-neutraler Energie ist das Mieterstromprojekt in Kaulsdorf. Gemeinsam mit den [ORG] wurde im Oktober 2019 Berlins größtes Projekt in diesem Bereich gestartet. Zwischen den Gärten der Welt und dem Wuhletal werden bis zum Projektabschluss 2021 rund 11.900 Solarstrommodule auf einer Fläche von 27.000 m installiert, diemehr als 4.300 Haushalte mit sauberem Strom vom Dach versorgen können.",Dies deckt den kompletten Strombedarf von 1.200 Zweipersonen-Haushalten.,12,1.0,0.0
