__label__mpos	Hier wären Rad-und Fußgängerampel sinnvoll, oder aber die Errichtung eines Kreisverkehrs.	15996
__label__mpos	Wir brauchen eine Fahrradroute durch die Stadt!	3147
__label__mpos	Die Markierung von Haltelinien an den vielen Kreuzungen und Tempo 30-Markierungen auf der Straße würden die Aufmerksamkeit erhöhen.	10015
__label__premise	Übrigens wiederholt sich das Problem jedes Jahr.	3304
__label__premise	Die PKW-Fahrer haben 2-spurig die Möglichkeit dort abzubiegen o geradeaus in die Helmoltzstr zu fahren.	13592
__label__mpos	Fahrradstraße richtig einrichten	6781
__label__premise	Diese Drängelgitter am Bahnübergang sind mit Fahrradanhänger oder einem Lastenrad kaum zu passieren.	12968
__label__mpos __label__premise	Belastungen in  Fischeln  - erst passende Infrastuktur, dann bauen	14231
__label__premise	Und es fehlt an Abstellmöglichkeiten für Räder mit Anhänger.	8342
__label__premise	Leider nutzen viele Autofahrer die Strecke als Abkürzung und halten sich oft nicht an die Geschwindigkeitsbegrenzung - geschweige denn, dass sie den Radfahrern Vorfahr gewähren.	1175
__label__non-arg	Welches soll man dann nehmen ?	17782
__label__mpos	Es sollte einen vernünftigen Weg für Radfahrer durch die Innenstadt geben.	2951
__label__premise	Ich fahre ja schon über die Fußgängerampel nur bei Grün - sei Vorbild für die Kinder.	6282
__label__premise	Von der Reuterstraße kommen, rechts abbiegen zum Am Botanischen Garten gibt es erheblichen Verbesserungsbedarf.	4601
__label__premise	Aus der Hubertusstrasse kommend und auf die Krefelder Strasse Richtung Norden / Innenstadt abbiegend, ist der Radweg nur über einen hohen Bordstein zu erreichen, was absteigen und schieben bedeutet.	16156
__label__non-arg	hin und her	4060
__label__mpos	Direkte Radverbindung vom Villenviertel ins Hochkreuzviertel	8865
__label__non-arg	Städte wie Kamp Lintfort, Geldern usw. haben auch Einkaufsstraßen die mit dem Fahrrad befahren werden dürfen.	17076
__label__premise	Der Radweg der Hülsdonkerstrasse stadteinwärts ist im Bereich der Häuser Nr. 77 bis 59 sehr wellig durch viele ältere Hauseinfahrten und unterschiedliche Pflasterungen.	16162
__label__mpos	Die Radfahrer sollen auf der Fahrbahn über die Kreuzung geführt werden.	12228
__label__premise	Das Ergebnis ist, eine Reihe von Fahrrädern, welche an die Zäune geschlossen werden und so teilweise auch den Fußgängerweg blockieren.	2723
__label__mpos	Ein Radfahrstreifen würde vielleicht Abhilfe schaffen.	345
__label__non-arg	Totenhemd II	17653
__label__premise	Solche Art Radweg ist nicht mehr zeitgemäß.	16056
__label__mpos	Einfahrt ins Tulpenfeld verbessern	49
__label__mpos	Verbreiterung (zwei Richtungen einrichten), ebenerer Belag, häufiger Grünes am Rand wegschneiden	11921
__label__premise	Ein geradlinige verbindung für Fußgänger und Radfahrer zum Bahnhof ist durch die Anlage des Parkplatzes vom [Name entfernt]markt komplett verbaut.	8887
__label__mpos	Die Fahrradspur sollte zur Fahrbahn stärker abgegrenzt werden und an der Bushaltestelle über den Gehweg umgeleitet werden	8400
__label__mpos	Hier wäre eine komplette Sanierung fällig oder die konsequente Verlegung des Radverkehrs auf die Weinsbergstraße.	13210
__label__premise	gefährlicher Begebnung	1004
__label__mpos	Das würde auch eine kurze Fahrt zum kleinen Bio-Markt unterhalb des Bonner Münsters (z.Z. am Martinsplatz) deutlich erleichtern.	1682
__label__non-arg	Abstellmöglichkeiten auch in Wohngebieten	5697
__label__premise	Durch die kreisrunde Pflasterung wird allerdings ein Kreisverkehr suggeriert, was immer wieder zu Irritationen führt.	10420
__label__premise	Der Weg ist eine wichtige Anbindung für die Schulen Marktschule, Adelheidis Gymnasium und Gesamtschule Beuel.	206
__label__premise	Wenn man von den Radwegen an der Bahnstrecke kommt und die auf dem Radweg der Marie-Kahle-Allee Richtung Kreisel fahren möchte muss man etwas abgesetzt auf den Radweg einfahren.	1708
__label__mpos	Häufigere Kontrollen der Wirtschaftswege könnten hier viel bewirken.	2656
__label__premise	Es gibt einen kleinen schmalen blau markierten Schutzstreifen an der Ampel, wenn man vom Wilhelmplatz Richtung Rosental fährt.	4541
__label__premise	Durch Tische und Bänke im Außenbereich ist hier so wenig Platz für die Fußgänger, dass immer wieder auf den Fahrradweg ausgewichen wird.	4815
__label__premise	Mit dem Bau der Gesamtschule Girlitzweg wird die Nutzungsfrequenz weiter steigen.	12178
__label__premise	Der Radweg endet allerdings abrupt an der Verengung der Adelheidisstraße.	2590
__label__premise	Nach der kürzlichen Ausbesserung des Straßenbelags Ippendorfer Allee ist die Mittellinie im Kurvenbereich nicht durchgezogen worden; dies führt zu riskanten Überholmanövern im Kurvenbereich.	5372
__label__premise	Übersehene Radfahrer an der Einfahrt zum Obi	1269
__label__premise	Massive Schäden an der Fahrbahndecke	5670
__label__premise	Eine überaus gefährliche Situation..	16028
__label__premise	Hohe Bordsteinkante und fehlende Einzeichnung Radweg	6171
__label__premise	Bei Autos mit Fernlicht kann die Sicht mitunter minutenlang eingeschränkt sein.	7432
__label__premise	Wenn man das zu spät sieht, kann man nur noch bremsen und muß dann warten, bis der Autoverkehr an einem vorbeigezogen ist, bis man auf die Autospur wechseln kann.	7287
__label__mpos	Radweg in beide Richtungen öffnen	1700
__label__non-arg	Die Fahrradstraße (südöstlicher Abschnitt der Limpericher Straße und der Talweg; Autos frei) schönt, so wie sie angelegt wurde, lediglich die Statistik der Stadt Bonn.	1295
__label__premise	Diese Fahrradstraße ist eigentlich nur für Autofahrer frei, die Anlieger sind.	1174
__label__mpos	Und dann bitte vernünftig.	14384
__label__mpos	Linie 054: stündlich nach Willich;	15530
__label__premise	Ampelschaltung nicht optimal.	11197
__label__premise	Bei Nässe kann das da extrem gefährlich werden.	8880
__label__premise	Jeden Morgen kommt es vor dem Beethoven-Gymnasium zu gefährlichen Situationen für Radfahrer.	4395
__label__mpos __label__premise	Promenade - Ja! Aber ohne Sperrung der Maybach- und Glindholzstr	14843
__label__premise	Zum Teil wurde er abgefräst, sodass er uneben ist.	690
__label__premise	Subbelrather: Timing Ampelschaltung und Parken auf Radweg	12716
__label__mpos	Hätte man da nicht die Gelegenheit nutzen können, zwei Meter Breite mehr zu spendieren und eine schöne Rad-Pendlerstrecke von Beuel über Menden bis nach Troisdorf zu schaffen?	6662
__label__mpos	Hier sollte an der Ampel im Rosental bzw. am Eingang der Heerstraße deutlich darauf hingewiesen werden.	6396
__label__premise	Daher staut sich hier häufiger der Autoverkehr.	4382
__label__non-arg	Es geht um den Kreuzungsbereich Hülsdonker Straße / L140.	15715
__label__mpos	Wichtige Schulwegroute von Vogelsang zum Monte: Einbahnstraße auch auf Kosten der Kfz-Parkplätze öffnen und an Kurve baulich sichern.	13056
__label__mpos	Vor allem Taxis mit Lizenzentzug drohen.	3685
__label__mpos	Hier sollte es eigentlich unproblematisch sein, den Radweg entweder gemischt auf dem Gehweg (die Fußgängerfrequentz schätze ich hier sehr gering ein) oder auf der Fahrbahn abmarkiert (die Fahrspur ist hier recht breit) zu führen.	9263
__label__mpos	Daher die dringende Bitte entweder eine Ampel (die aber auch gleichgeschaltet ist mit der Ampel am Parkgürtel in Fahrtrichtung Nippes) oder STOPP-Schild.	12901
__label__mpos	Mein Vorschlag: Eine reine Radfahrstrasse, beginnend an der Ampel Königsbergerstr./Römerstr. die Parkplatfläche am Kreisverkehr Kirschenallee einbeziehend, hinter der Donaustr. auf die Kirschenallee treffend, Durch die neue Unterführung unter dem Bahnhof hindurch, Vincenzstr. bis zur Kleverstr..	17472
__label__non-arg	Eine an das Ordnungsamt gerichtetet Bitte, hier und nicht immer nur auf der Wilhelmstraße zur gleichen Zeit am gleichen Ort Geschwindigkeitskontrollen durchzuführen war erfolglos.	15063
__label__premise	Gefahr droht durch Begegnungsverkehr und zwischen den Bäumen hervortretenden Fußgängern.	8417
__label__non-arg	Pilotprojekt Nur Fahrradparkplätze und Ladezone für den Liefervekehr und Anwohner auf der Venloer Straße	12535
__label__non-arg	Nehmen wir uns Kopenhagen als Beispiel.	1424
__label__mpos	Würde der Radweg monatlich mit einer kleinen Kehrmaschine abgefahren würde die Überwucherung verhindert.	14572
__label__mpos	Hier wäre es angebracht, die Situation wie in der Dorotheenstr. zu lösen: mit einer Schutzinsel in der Fahrbahnmitte und entsprechender Markierung und Beschilderung.	9319
__label__premise	Bis zum Parkplatz gibt es einen Radfahrstreifen, danach wird die Straße so eng, dass es bei dem dort hohen Verkehrsaufkommen fast lebensgefährlich, dort entlang zu fahren.	2630
__label__premise	Die derzeitige Führung über Klever und Hombergerstr. erfordert sage und schreibe 4 (vier) Ampelstops..	16922
__label__premise	Auffahrt aus Parkanlage ständig zugeparkt	2011
__label__mpos	Betriebliches Mobilitätsmanagement einfordern	551
__label__premise	Runter vom Bürgersteig, nicht hinter Bäumen und Hecken!	8854
__label__premise	Der Autoverkehr darf dagegen 30 km/h auf der Fahrbahn fahren ( er fährt natürlich eher 47).	2230
__label__non-arg	Langfristig:	15536
__label__non-arg	So würde man mit der Errichtung eines Radwegs 2 Fliegen mit einer Klappe schlagen.	17548
__label__premise	Das ist wirklich die absolut einfachste Variante, aber ich gehe mal davon aus, dass das einfach nicht darf.	11994
__label__non-arg	Dies widerspricht einer modernen Bauordnung.	1349
__label__premise	Zur Zeit ist der Radweg zugewuchert.	15681
__label__non-arg	Ich habe einen ähnlichen Beitrag für die benachbarte Kreuzung gefunden.	1016
__label__mpos	Breitere/ baulich getrennte Radfahrsteifen, wenn unmittelbar daneben Parkplätze ausgewiesen sind (Verhinderung sog.	11257
__label__mpos	Hier würde ein baulich getrennter Radweg dafür sorgen, dass jeder Verkehrsteilnehmer auf der für ihn vorgesehenen Spur bleibt.	444
__label__mpos	Eigenständiger Radweg	10549
__label__premise	Einfahrt in Verdistraße zu schmal	8478
__label__premise	An der Nordseite der Haltestelle Oberkassel-Süd fehlen Rad-Stellplätze.	7670
__label__mpos	Sehr geehrte Damen und Herren, der Radweg an der Holderberger Str. sollte Priorität bei der Planung des Radwegenetzes von Moers haben, so dass der Ortsteil Vennikel auf gesicherten Radwegen mit Kapellen und Moers verbunden wird.	17721
__label__mpos	Ein Radweg ist hier sehr wünschenswert.	17708
__label__mpos	Vielmehr sollten Autofahrer durch entsprechende Kontrollen (Blitzeranhänger?) angehalten werden, sich verkehrsgerecht i.S. § 1 StVO zu verhalten.	4419
__label__mpos	Jeweils um 7:30 h, 8:30 h, 12:30 h und 17:30 Uhr müssen alle Kraftwagen - Polizei und Krankenwagen ausgenommen - ihren Wagen für 7 min. anhalten und abstellen.	9587
__label__premise	Es gibt in Bonn wirklich mangelhafte Möglichkeiten für Radfahrer, auf die andere Seite der Schienen zu kommen.	789
__label__premise	Hinter dem Gürtel Stadtauswärts, ist der Platz vor dem Kiosk und dem Gemüseladen für Radweg und Fußgänger viel zu schmal.	12342
__label__mpos	Hier muss ein breiter Fahrradweg auf die Straße.	13132
__label__non-arg	Ampelschaltung Rochusstraße (Höhe Rathaus Hardtberg)	1428
__label__non-arg	Rückspiegel?	4237
__label__mpos	Am Krähenhorst drüber fahren, eine Ampel vor der Ampel einrichten und Radfahrer kann mit Schwung auf die andere Seite (bitte nicht noch eine weitere Bettelampel... davon gibt es schon viel zu viele....ja ja ... wenn die Autos grüne Welle haben stoßen sie ja auch weniger Schadstoffe aus... Radfahrer übrigens gar keine)	1789
__label__premise	Wenn man von der Konrad-Adenauer-Brücke in Richtung Ramersdorf abfährt und direkt rechts abbiegt in Richtung Bonner Bogen, findet man eine scharfe Kurve, starkes Gefälle und zudem nur einen sehr schmalen Weg.	2711
__label__mpos	Hilfreich wäre auch ein Schild am Ende der Schumannstraße, dass die Verkehrsführung für Radfahrer über die Kreuzung erklärt.	7959
__label__premise	Radstreifenmarkierung endet unnötigerweise im nichts	6853
__label__mpos	Ampelschaltung für Rechtsabbieger - rot um Fahrradfahrer durchzulassen	11726
__label__non-arg	Etwa nur Rechtsabbieger?	17011
__label__premise	Grafschafter Rad- und Wanderweg Wegbreite durch Bauzaun Neubau Otto-Ottsen-Straße 6 eingeengt	17430
__label__premise	Hier besteht Radwegebenutzungspflicht.	16797
__label__mpos	Poppelsdorfer Unterführung endlich für Fahrräder freigeben	9659
__label__premise	Fußgänger und Radfahrer treffen an dieser Stelle immer wieder aufeinander.	4285
__label__premise	Dafür muss gewährleistet sein, dass junge Menschen auch problemlos zu ihrer Ausbildungsstätte oder ihrem Ausbildungsbetrieb gelangen können.	15396
__label__premise	Das ist manchmal lebensgefährlich, da man auf die Fahrbahn der Kaiserstr. abgedrängt werden könnte.	6244
__label__mpos	Hierdurch würde auch der Schlenker im Bereich der Einmündung Hermannstraße deutlich kleiner ausfallen.	2179
__label__premise	Eine sinnvolle Markierern, dass auch in der Baustellensituation die Radfahrer in Richtung Wittelsbacher Ring wieder auf die Fahrbahn fahren wurde jedoch nicht vorgenommen.	6691
__label__premise	Holprige Stellen auf der Bergstrasse	1138
__label__premise	Ich bin auch schon einmal mit dem Hinterrad in eine Weiche geraten und habe mich abgelegt.	4339
__label__mpos	ÖPNV im Stadtgebiert kostenlos.	15265
__label__mpos	eindeutigere Verkehrsführung	11135
__label__mpos	OPtimierung der Taktung Linien 76,77 und 79	13720
__label__mpos	Konvexspiegel kommen in unübersichtlichen Knotenpunkten, Kurven oder Grundstücksausfahrten zur Anwendung und verbessern dort die Sichtverhältnisse.	8150
__label__premise	unmögliche Ampelschaltung für Radfahrer und Fußgänger	7226
__label__premise	Der Übergang vom Fahrradspur auf dem Fahrradweg ist eine Gefahrenstelle.	5586
__label__premise	Auf dem Radweg in Richtung Innenstadt sind vor dem Sonnenstudio und den angrenzenden Läden regelmäßig Autos geparkt, so dass man als Radfahrer ausweichen und sich in den Autoverkehr einreihen muss oder gefährlich nah an den Autos vorbeifahren muss	6840
__label__premise	Die Markierungen im Boden an denen die Fußgänger vor dem Bahnübergang stehen bleiben sollen, befinden sich mitten auf dem bahnparallelen Radweg.	3191
__label__mpos	Optimierung des Radweges Kennedy-Brücke-Fr.-Breuer-Obere Willhelm-Siegburger Str. mit verbesserter Bahnunterführung und Querung Königswinterer Str.	11360
__label__premise	Bei dieser Aktion muss man auf Autos achten, die einen überholen wollen und den Bordstein zum Fahrradweg überwinden.	1569
__label__mpos	Oder der Fahrradverkehr wird vor der Kreuzung Venloer/Vitalisstraße auf die Straße geführt.	12767
__label__mpos	Eine sinnvolle Ergänzung sind ein innerer Ring und ein äußerer Ring um das Zentrum, das durch die vielen Querstraßen nur eine geringere Durchschnittsgeschwindigkeit ermöglicht, vermeiden zu können.	14659
__label__mpos	Keine "aufgemalten" Fahrradwege mehr einführen	10643
__label__premise	Der Weg entlang des Rheins auf Beueler Seite ist viel zu schmal.	9221
__label__premise	Von Lessenich bis Meßdorf führt ein Radweg über den Weidenpeschweg.	6229
__label__premise	Hindernisse nach dem Bahnübergang	4739
__label__premise	Man bedenke: Kinder ab 10 Jahren sind angehalten auf der Straße zu fahren.	4985
__label__premise	Leider ist der Überweg über die Baumschulallee nicht befahrbar, da hier die Fußgänger keinen eigenen Überweg haben und man sich so knubbelt.	10337
__label__premise	Sie fahren oft zu mehreren nebeneinander in der falschen Richtung und nicht wenige ohne Licht.	7107
__label__premise	In der Kölnstraße ist außerdem ständig Stau so dass der Radstreifen dann von drängelnden (oder nur kurz parkenden) PKWs blockiert wird.	1942
__label__premise	Unten ist dann alles zugeparkt, wie üblich auf den Bonner Gehwegen, v.a. durch den Besucherverkehr der Johannesschule.	4989
__label__mpos	Eine wichtige Linie, die verschiedene Stadtteile in kurzer Zeit verbindet.	15510
__label__mpos	bessere Kennzeichnung von Fahrrad beruhigten Zonen	11480
__label__non-arg	Unter 1000m Länge und ohne konsequente Vorfahrtregelung sind Fahrradstraßen schlicht rausgeschmissenes Geld.	116
__label__premise	In Gegenrichtung, wenn man bei Grün in den Maarweg will, haben die Radfahrer und Fußgänger zwischen der Dreiecksinsel und dem Pizzaladen auch noch gleichzeitig grün.	3006
__label__premise	Hierdurch entstehen immer wieder Konflikte zwischen Radfahrern und Fußgängern, die meinen, sie gingen/führen auf ihrem Weg, was aber nicht so ist.	8234
__label__non-arg	Alle können dann kreuz und quer hinüber.	12746
__label__mpos	Schließfächer wären da eine gute Lösung, wenn diese an mehreren Stellen aufgestellt würde, könnte man Einkäufe zwischenlagern.	14032
__label__premise	Im Park selber wird gegrillt und der Müll auf dem Gehweg/Radweg verteilt, auch da vom Ordnungsamt keine Spur.	12411
__label__mpos	Poller entfernen	5647
__label__non-arg	Online-Anzeigen bei der Polizei, die kurioserweise ihre Zentrale direkt an dieser Königswinterer Straße hat, blieben bislang komplett wirkungslos.	2606
__label__mpos __label__premise	Da im Bereich Tannenbusch Mitte eh Tempo 30 gilt..... dann wäre es doch sinnvoll auf der Fahrbahn einen BREITEN Schutzstreifen bis zum Kreisel an der Schlesienstraße durchzuziehen.	3817
__label__mpos	eine dutliche Markierung wäre dringend notwendig, da dies ein stark befahrener Radweg ist	1896
__label__premise	Die Folge sind Rückstau auf der Subbelrather und genervte Verkehrsteilnehmer allenthalben.	12643
__label__mpos	Eine Freigabe der Fußwege für Radfahrer würde dem Rechnung tragen und Klarheit für alle Nutzer des Parks schaffen.	5117
__label__premise	Für Fußgänger und Radfahrer ist dieser Umweg zu weit.	14994
__label__premise	Radfahrer werden schließlich auch immer wieder wegen Lappalien angehalten und mit einem Verwarngeld belegt.	3049
__label__premise	Kreisverkehre sind für Radfahrer gefährlich insbesondere wenn ich nicht sofort die 1. Ausfahrt nehmen möchte	11589
__label__premise	Übrigens auch für Fußgänger, die die dortigen Zebrastreifen benutzen.	4121
__label__non-arg	Moers ?	17767
__label__mpos __label__premise	Auch eine Verlegung der Ersatzhaltestelle für Schulbusse , sollte angedacht werden, da sie in der Regel nicht rangieren können und so zu einem kompletten Chaos führen.	17334
__label__non-arg	Ich begrüsse ein Fahren auch im Innenstadtbereich, denn dadurch kommt das Fahrrad ja erst richtig zur Geltung als Transportmittel.	17670
__label__premise	Leider sind all diese Beobachtungen unabhängig davon, wer fährt.	641
__label__mpos	Nur ÖPNV und Einsatzkräfte dürfen dort durch, ansonsten nur Fahrrad- und Fußverkehr.	15105
__label__premise	Mit der derzeitigen Lösung kommt mit dem Fahrrad mit Anhänger nicht ohne größere Umstände auf den Spielplatz.	9853
__label__mpos __label__premise	Um das Parken in zweiter Reihe verhindern, sollte die Stadt bauliche Maßnahmen ergreifen, damit man als Radfahrer nicht gezwungen ist, in den Gegenverkehr zu fahren oder Dooring von den Falschparkern zu erleiden.	145
__label__premise	Es fehlt vor allem eine klare Regelung/Beschilderung.	3127
__label__premise	Wenn dann noch ein Brötchenholer vor der Bäckerei auf dem vorgezogenen Bürgersteig parkt, dann geht gar nichts mehr.	5013
__label__mpos	Sofortige Freigabe der Fahrbahn für den Radverkehr.	7397
__label__mpos	Befestigung schaffen, verkehrskontrollen durchführen!	14350
__label__mpos	Vielleicht könnte dann der Radweg verbreitert oder ein Teil der Straße noch dem Fahrradverkehr zugesprochen werden.	10143
__label__mpos	Stellplätze von Radschrott entrümpeln	11291
__label__mpos	Radweg nach Baerl	16659
__label__premise	In beide Richtungen ist hier der Radweg fast jeden Tag durch PKW zugeparkt.	34
__label__premise	An dieser Kreuzung fühlt man sich als Fahrradfahrer deutlich benachteiligt, wenn die Fahrradampel noch vor der Fußgängerampel rot wird, obwohl diese in der Regel deutlich langsamer die Straße queren.	4003
__label__mpos	Radweg entlag der Bahnschiene von Kessenich nach Bad Godesberg komplett beleuchten des Nachts	10873
__label__premise	Mit dem Fahrplanwechsel 2019/2020 ist zwar eine umstiegsfreie Anbindung per RB 33/35 nach Essen bzw. Gelsenkirchen geschaffen worden.	15351
__label__premise	Gleichwohl handelt es sich um ein Stück Schulwegs zwischen dem Venusberg und der Grundschule in Ippendorf (Engelsbachschule).	7651
__label__mpos	Hier könnte man den gesamten halbrunden Platzbereich in Sandfarbe asphaltieren.	8391
__label__premise	Der Auftrag an die Verwaltung lautete damals, die Parkplätze auf die rheinzugewandte Straßenseite zu verlegen.	7893
__label__premise	Auf der gegenüberliegende Seite ist die Fahrradquerung schon seit ein paar Jahren rot markiert.	17040
__label__mpos	Lösungsvorschlag 3: Rückbau der Parkplätze.	3380
__label__premise	Die dunklen Poller auf dem Radweg sind bei Dunkelheit nicht sichtbar.	8421
__label__premise	Dazu kommt der schlechte Fahrbahnbelag, die bröckelige Gosse, in die man reinrutschen kann und die zwei Poller, die man auch zu einem vereinigen könnte, so dass man vernünftig dran vorbeikommt.	6430
__label__non-arg	Herderstraße/Arndtplatz/Körnerstraße	7776
__label__premise	Von Rabin- oder Thomas-Mann-Straße kommend muss man als Radfahrer wild parkende Taxis umrunden, dann kommen Entführungen mit Schienen und am Busbahnhof kommt man als Radfahrer überhaupt nicht sicher in Richtung Kaiserplatz - alle fahren wild, da Radfahrer dort einfach vergessen worden sind.	5496
__label__premise	Abdrängen im Kreisverkehr vorprogrammiert	1676
__label__premise	Die Verkehrsbelastung ist hier mäßig, so dass m. E. keine besondere örtliche Gefahrenlage besteht, aufgrund derer Benutzungspflicht angeordnet werden darf.	355
__label__premise	Hindernisse af Radwegen	11767
__label__premise	es ist lebensgefährlich.	13771
__label__mpos	Die Kaiserstr. sollte auf der Höhe zu einer Bus- und Radweg umgewandelt werden.	6551
__label__premise	Und die "Rostige Luftpumpe o.ä." als Negativpreis: DIe neue Hauptpost am Ostwall (gar keine Radständer)) ist das absolute Negativbeispiel.	15257
__label__premise	Für Autofahrer handelt es sich um eine Einbahnstraße Richtung Kaiserstraße.	6499
__label__mpos	DIe Königswinterer Straße müsste von Ramersdorf bis Beuel auf 30 KM begrenzt werden.	1738
__label__premise	Die Kreuzung Ehrenfeldgürtel/Vogelsanger Str. ist für Radfahrer auf der Vogelsanger Str. nur beschwerlich zu passieren.	12182
__label__mpos	Radwegbenutzungspflicht aufheben	2750
__label__mpos	Attraktivität des Girlitzwegs als Schleichweg für den Autoverkehr reduzieren	12782
__label__premise	Löchrige und sehr schmale Auf-/Abfahrt an der Brücke	213
__label__premise	Die Aktionstage richten sich gezielt an Grund­­schulen und Kinder­­gärten und finden dieses Jahr vom 21.09.2020 bis zum 2.10.2020 statt.	14905
__label__mpos	Vorschlag: Die Container in die Lenaustrase verlegen.	1631
__label__premise	Nach dem Unfall habe ich die Stadt auf den Mangel hingewiesen, es ist aber nichts passiert.	8522
__label__mpos	Durch Ausbau des Weidenpeschwegs zwischen Am Stadtkanal und Am Dörnchen zum Radweg kann eine durchgehende Radverbindung nach Dransdorf unter Umgehung der Straße hergesetllt werden.	6231
__label__mpos __label__premise	Fahrradstreifen reicht nicht aus, baulich getrennter Radweg ist erforderlich	2190
__label__non-arg	Daher stadteinwärts spätestens ab Einmündung in die Sportanlage Führung der Radfahrer auf der Fahrbahn (analog zur Venloer Straße).	12230
__label__premise	Ich hatte schon mal fast eine Kollision mit einem Motorroller der mir auf dem Zubringer von unten entgegenkam.	9196
__label__premise	Stadteinwärts ist hier in meinen Augen kein Radweg: Gehwegplatten sind keine akzeptable Bepflasterung für einen Radweg.	5768
__label__mpos	1. Radwege mit Gegenverkehr sind möglichst zu vermeiden, auf jeden Fall aber sehr gut auszuleuchten.	3581
__label__premise	Beschissener und gefährlicher Straßenbelag	2537
__label__premise	Die Bordsteine sind z.T. sogar ungewöhnlich hoch, sodass sie nur sehr langsam befahren werden können bzw. am besten gar nicht befahren werden, da man sonst Gefahr läuft, sein Fahrrad zu beschädigen.	9530
__label__mpos	Den viel zu steilen Drempel bei Aldi Süd entschärfen (kann weg).	1820
__label__mpos	Es müsste auf jeden Fall eine deutlich markierte Fahrradspur in Rot oder Blau aufgebracht werden.	6077
__label__mpos	Fast sämtliche Absperrpoller auf Radwegen entfernen	11208
__label__premise	Außerdem kreuzen hier viele Fußgänger den Radweg und beide Verkehrsteilnehmer können einander nicht sehen aufgrund der Hecken (vor allem beim Fußgängerüberweg!).	10075
__label__premise	Seit fast 40 Jahren ist ein Radweg für die Bahn-Unterführung der Poppelsdorfer Allee ein Thema, seit 9 Jahren ein städtisches Radverleihsystem, für das bereits 2011 (!) ein Finanzierungskonzept ausgearbeitet wurde.	5565
__label__mpos	Eigentlich müsste man sich in dem Fall an die Ampel für Autofahrer halten.	3045
__label__mpos	Mehr Licht	1863
__label__non-arg	- Zu guter letzt: das Leuchtturmprojekt Promenade darf  kein Ersatz für fehlende Investitionen in "normale" Radwege sein	14850
__label__premise	Hier ist für Fahrräder alles total überfüllt.	8340
__label__premise	Parken in zweiter Reihe	25
__label__premise	Räder werden durch das Gerüttel nicht nur beschädigt, sondern auch die Sturzgefahr ist sehr hoch.	4855
__label__mpos	breiterer Ausbau	11465
__label__non-arg	Bedarfsampeln	13885
__label__premise	An der Ampel Ecke Nordwall / Ostwall gegenüber der Polizei ist die Grünphase für Fußgänger viel zu kurz.	13883
__label__non-arg	Weil die Hoffnung zuletzt stirbt.	13155
__label__premise	Finde es sehr schade, dass das nicht bei der Spurenerweiterung mit dabei ist.	8834
__label__mpos	- Verlängerung des SB52 in den Krefelder Süden, um die Anbindung an den Düsseldorfer Norden zu verbessern	14395
__label__mpos	Hier sollte dringend an der Staßendecke gearbeitet werden.	17770
__label__premise	Von beiden Radwegen aus ist nicht erkennbar, ob von der anderen Seite ein Radfahrer kommt.	8278
__label__premise	Auf der Inrather Straße gibt es Krefelder Kissen,die den Autoverkehr bremsen sollen.	14635
__label__premise	Viele sind in einem desolaten Zustand	12499
__label__non-arg	Selbst die SPD, die vehement für einen Autoausbau ist, fordert dort nur zwei Fahrspuren (also, 1 pro Richtung), während der Gürtel in Ehrenfeld vierspurig vom Autoverkehr in Beschlag genommen wird.	12139
__label__mpos	Außerdem müssen zusätzlich ausreichende und sichere Abstellmöglichkeiten für Fahrräder vor allen Läden geschaffen werden.	10132
__label__premise	In der Regel wird an dieser Stelle recht schnell gefahren, zusätzlich sind Fußgänger unterwegs.	8280
__label__premise	Aus der Einmündung an der Immenburg kommen Autos, die den Gehweg nicht einsehen können.	732
__label__mpos	City-Ring für Radfahrer	11732
__label__mpos	Überall gibt es viel Grün, das die Gesundheit der Menschen und die Artenvielfalt fördert, also den "Wald in die Stadt" holen und auch"die essbare Stadt" verwirklichen, an dem jeder Bürger teilhaben kann.	15565
__label__non-arg	Ich habe das Stadthaus als Ort gewählt für ein Konzept gegen Raddiebstahl.	5223
__label__premise	Auch können die zahlreichen kleinen Steinfragmente Reifenschäden verursachen.	5451
__label__mpos __label__premise	Der Platz ist hier vorhanden, um den Radverkehr geradeaus in die Vogelsanger Str. weiter zu führen, statt im 90 Grad Winkel über die Wilhelm Mauser Str. Tempo 30 sollte schon VOR der Eisenbahnbrücke gelten (und auf der Vogelsanger Str. ab der gefährlichen engen 90 Grad Kurve an den Schrottplätzen) gelten und Verstöße geahndet werden.	13536
__label__premise	An dieser Stelle befindet sich auf dem Radweg ein fest installiertes, unbeleuchtetes, Hindernis in Tarnfarbe.	2433
__label__mpos	Benutzungspflicht der Haltestellenumfahrung stadteinwärts aufheben	5378
__label__premise	Wenn man auf der Bonner Straße Richtung Godesberg fährt, ist der Radweg am Anfang beidseitig befahrbar, später nur noch in Richtung Godesberg.	4687
__label__premise	Aber ich vermisse schon immer einen Radweg entlang der Bahnlinie, der schnell und sicher befahrbar ist.	7390
__label__mpos	Wenn schon Arbeitsplätze entstehen sollen, dann Forschung, Entwicklung, Start Ups.	14133
__label__premise	Den Buckel kann man nicht sehen, er kommt einem Sprungbrett gleich und ist eine große Gefahrenquelle.	17621
__label__premise	Dies führt zu unnötigen Radstaus an den Aufstellflächen.	6470
__label__premise	Fußgänger nehmen die komplette Wegbreite abends/am Wochenende in Anspruch oder gehen so verteilt, dass Radfahrer extrem abbremsen müssen.	9598
